Heroes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Bounty Hunter,0.2092708,-0.020113284,0.22098698,-0.21473128,-0.21635957,-0.2538302,0.19572172,0.29716864,-0.50544363,-0.106795415,-0.15612802,0.11451328,0.3325913,0.2599321,0.22031729,0.46221850000000003,0.3489758,0.20021735,-0.12494100000000001,0.005813866,-0.11136701,0.009820545,0.15668677,0.11029704,0.16410008
Weaver,0.40340322,-0.79655784,0.36658567,0.12777796,0.15666755,0.71042186,0.26603433,-0.020344306,0.24063659,-0.25628477,-0.68542105,-0.17399786,0.53721166,0.12470899999999999,-0.6863064999999999,0.4993741,0.26791766,0.15260114,0.17855443,-0.04672189400000001,-0.010862337,0.20862965,0.16140525,0.44689283,0.29704195
Jakiro,0.42876220000000004,0.041958882999999995,0.8784938,-0.17823988,-0.30827013,-0.20681418,-0.20902307,0.89848095,-0.7611494000000001,0.27714303,0.3907943,0.23946628,0.7379197,0.5161855,0.40726793,0.7466363,-0.47500324,-0.07475525,-0.11079074,-0.21643773,-0.731999,-0.38436809999999993,-0.025132291,-0.54884166,-0.23646125
Batrider,0.10398058,0.25607179999999996,-0.07987916,0.20095544,-0.073384486,-0.9211571,0.23428449,-0.04485064,-0.39504704,-0.21176985,-0.13045393,0.18906489,0.514197,-0.1808608,0.072816685,0.5242600000000001,0.27305546,-0.62137496,-0.49947548,-0.01887566,-0.25402415,0.7338996,0.08107999,0.34664682,0.1793072
Chen,0.32802036,-0.12085604,0.8899982,-0.05042728,-0.23358239,-0.37725073,-0.2681255,0.92392755,-0.59627753,0.22958034,0.41412076,-0.0038049309999999997,0.64017045,0.45279929999999996,0.5866169,0.6498322,-0.41496748,0.031821277,-0.19324572,-0.1912347,-0.6871828000000001,-0.1888681,0.07906446,-0.5726318,-0.1647318
Spectre,0.22051536,-0.8648899999999999,0.87961876,-0.11984877,0.95109624,1.7971401000000002,-0.22550331,-0.16595246,0.6189834,-0.7230398,-0.87516356,-0.15469772,-0.14608732,-0.2830969,-1.8897659,1.0824851999999998,-0.01114362,0.39124677,0.35456544,-0.7943899,0.6811716,0.23921610000000001,0.3077748,0.7675405,0.61853015
Ancient Apparition,0.58229816,-0.5248611999999999,0.2868853,0.10884413,-0.24429387,-0.53890836,-0.83224213,1.1920758,-0.88896304,-0.26244736,0.29059959999999996,-0.50940275,0.99346966,0.8248609,0.8087443,0.7512429,-0.16301155,-0.064178586,0.008936109,0.15902774,-0.46256423,-0.622963,0.15505165,-0.094089545,-0.8567763
Doom,0.22638449,0.7792441999999999,0.23367915,0.19956659,-0.01563917,-0.8390333000000001,0.44649953,-0.18305996,-0.3186511,-0.32930782,0.3898448,0.026494315,-0.16021949,-0.53336763,0.0329,0.8389931,0.38072842,-0.12031603,-0.3398908,-0.35732105,0.06577283,0.8262818000000001,0.19355516,-0.10652047,0.31202486
Ursa,0.57497275,-1.0647316999999998,0.46520713,0.022248677999999997,0.451437,1.3366381999999999,0.06649763,-0.4857723,0.36534336,-0.39289206,-0.8974447,-0.48710945,0.26463845,0.10051151,-1.229155,0.86341083,0.51866984,0.5815130999999999,0.49757120000000005,-0.14571233,0.504464,0.3002692,0.17781262,0.71935904,0.4458197
Spirit Breaker,-0.06599168,0.64878094,0.3778145,-0.63265145,-0.45069593,-0.24989343,0.18216777,0.4717012,-0.5628350000000001,-0.14912544,-0.064343825,0.9009815999999999,0.056223825,0.35159335,0.36225227,0.40687233,0.32110548,0.92229843,-0.19145882,-0.15953147,-0.17041259,0.041462127,-0.021687413,-0.1787579,0.39064085
Gyrocopter,0.27746156,-0.7534890000000001,-0.08007403,0.61187553,-0.45198292,1.3649478000000002,-0.30382612,0.28827843,0.5323294,-0.73436165,-0.9254679,0.4244951,0.7127237,0.30751193,-0.9022268,0.42893687,0.382334,0.49363959999999996,-0.0768081,-0.0935876,0.098058835,0.18831281,-0.3482385,0.5709976999999999,-0.11225472
Alchemist,0.39130282,-0.5586943,0.29378393,0.17587836,0.107658245,0.5136955,0.39818388,-0.4862996,0.16406918,-0.24350221,-0.46112037,-0.22189537,0.3126199,-0.11716496,-0.49449497,0.64632756,0.38563386,0.36111486,0.022886911,-0.16399038,0.27012240000000004,0.5227265,0.25546685,0.3178006,0.42162429999999995
Invoker,-0.7043495,-0.068637565,-0.3081705,0.32251725,-0.04110075,-1.0312282,0.029571808999999998,0.32305858,-0.50500995,-0.6209696,-0.5393621999999999,0.07864455,0.5616717,-0.11142162,-0.16307113,0.20205301,0.08315631,-0.44847852,-0.85522276,0.120842725,-0.49143496,0.6736064,0.22918826,0.5577612,0.1078518
Silencer,0.30390078,-0.0858383,0.48683894,-0.16331227,-0.14477246,-0.46477574,0.041203365,0.82931274,-0.51357734,-0.03316559,0.13200296,0.18057534,0.54164344,0.21258217,0.20375319,0.53138936,-0.21356109999999998,-0.42521152,-0.22680838,-0.09708801,-0.45780950000000004,-0.21551485,0.17461753,-0.053899962,0.032339203999999996
Outworld Destroyer,0.05947774,-0.037075657000000005,-0.039856687,0.20927905,-0.18684815,-0.7945646,0.4617517,0.03638856,-0.29954317,-0.06967206,-0.4081656,0.069036715,0.6530924,0.05178894,0.024780845,0.33064273,0.19228859,-0.49211475,-0.47638488,0.15796016,-0.4228082,0.76035047,0.12551835,0.2565524,0.22288847
Lycan,0.32012758,-0.29876062,0.34463903,0.08563585,-0.16578954,0.24804747,0.23750818,-0.46569609999999995,-0.22287038,-0.030619947,-0.4328178,-0.04802793599999999,0.5912849,-0.09169959,-0.22243355,0.61788774,0.32554108,0.21281323,-0.12603694,0.00891614,-0.07792907,0.47131940000000005,0.028854545,0.17613031,0.30456778
Brewmaster,0.43017089999999997,0.40786007,-0.19626652,0.44579253,-0.5743012,-0.45459434,0.12642477,-0.050388895,-0.3262874,-0.16764790000000002,0.47029750000000003,0.10920896,0.25570694,-0.10929664,0.40002373,0.8217923,0.5736325,0.24329752,-0.34276944,-0.2990667,0.19650997,0.6540664,0.047086595999999994,-0.08772966,0.048234645
Shadow Demon,0.12685712,-0.16992445,0.19606301,-0.05241557,-0.3437686,-0.42059857,-0.06375644,1.1032708,-0.24777865,-0.11467936,0.3071773,0.10787934,0.28102055,0.43957236,0.4494584,0.26754335,0.06750159,0.3842616,-0.07454824,-0.01938397,-0.519411,-0.15720023,0.17201231,0.08669195,0.19175577
Lone Druid,0.050733167999999995,-0.486299,0.39583156,0.0027401590000000003,0.21394977,0.3622324,0.083221115,0.027998727,-0.014575975,-0.3230715,-0.37127966,-0.068338335,0.28982820000000004,0.015306566,-0.58436394,0.49960974,0.23061347,0.15180835,-0.05598337,-0.20743263,0.015692731,0.29199684,0.18918310000000002,0.33087894,0.4064782
Chaos Knight,0.2881478,0.26283816,0.023900464,0.18854721,-0.08554930000000001,0.27568284,0.24505755,0.070527166,0.2168542,-0.34053636,0.08966396,0.1936315,-0.18883753,-0.033284277,-0.3450189,0.6878746,0.2547237,0.57631886,-0.14009091,-0.43327326,0.25148484,0.6779284000000001,0.17655548,0.22523624,0.27334493
Meepo,0.037417926000000004,-0.08762034,0.19591267,0.05979882,-0.03616471,-0.22405104,0.19362195,0.1400762,-0.21281458,-0.27475327,-0.11803713,0.09189684,0.33458665,0.026527388,-0.16336013,0.47855290000000006,0.28541192,0.08010751,-0.17792843,-0.106276564,-0.08604534,0.33770403,0.13840872,0.23492377,0.27924702
Treant Protector,0.13041443,0.000194683,0.8869189000000001,0.10221246,-0.46509144,-0.25060309999999997,-0.26657742,1.0467068000000002,-0.42658502,0.036788426,0.51138353,0.19343616,0.117751196,0.57171565,0.59630376,0.43531796,-0.20671718,0.73355156,-0.25242817,-0.21465822,-0.7326891,0.003925945,-0.015003952,-0.6472802,0.08717805
Ogre Magi,0.15534379999999998,-0.07018683,1.0461984,-0.038857292,-0.6273333999999999,-0.18830097,-0.2237063,1.0323153,-0.42464593,0.26665372,0.48462737,0.21680447,0.5126195,0.66592956,0.61562294,0.5270706000000001,-0.5356783,0.5830398,-0.31592209999999993,-0.19465179999999999,-0.78249615,0.03125384,0.021845825,-0.7521587,-0.10337112
Undying,0.4504402,-0.32098135,1.1646698999999998,0.31530187,-0.6075255,-0.32625738,-0.32437316,1.162136,-0.47896418,0.1345739,0.32812923,0.24173328,0.7091123,0.7131236,0.75389916,0.45916715,-0.59226555,0.31628668,-0.37313557,-0.19281389,-0.9755718000000001,-0.011783324,-0.047025356,-1.0633638,-0.45297837
Rubick,-0.08701052,0.03287147,0.24391220000000002,-0.8163372,-0.14134748,-0.61032903,0.7032432,1.3698342,-0.28863597,-0.30929120000000004,0.037509695,0.83113045,-0.085525,0.2101556,0.15237366,0.019859875,0.42462570000000005,-0.20370097,0.038888432,-0.07162876,-0.4261747,-0.7674363000000001,0.5002598,0.61577654,0.69946027
Disruptor,0.55901575,0.013169898999999999,0.6917688,-0.06560599,-0.19249514,-0.27501909999999996,-0.23835228,1.1478277,-0.7542229,0.28942806,0.26759622,0.19413719,0.74744517,0.7887390000000001,0.5486818,0.64739513,-0.42596748,-0.03792119,-0.1606569,-0.122184105,-0.65569746,-0.4315905,-0.061937597000000004,-0.2501387,-0.41214514
Nyx Assassin,-0.14569941,0.43173075,-0.2783616,-0.72495645,-0.48643854,-0.2729071,0.06334343,0.6773617,-0.82874584,-0.41438153,-0.13400552,0.5855670999999999,0.027695386000000002,0.7517986999999999,0.8112087,0.25543773,0.66768736,1.4657437,-0.057295565,0.11549807,-0.111383215,-0.33332083,0.05180916,0.57115585,0.3238248
Naga Siren,0.21024972,-0.6282937,0.6221171999999999,-0.22797553,0.4284893,1.2034593999999998,0.033780694,-0.39294070000000003,0.09784941400000001,-0.48451325,-0.8045906,-0.20025568,0.16928001,-0.012667623999999999,-1.1783206,0.6648588000000001,0.39124545,0.5456268,0.17270699,-0.35766774,0.46468183,0.19744825,0.24684122,0.594333,0.59769905
Keeper of the Light,0.9192469999999999,-0.5098866,0.22290228,0.05957049,-0.28681833,-0.34651452,0.041084867000000004,0.9622268,-0.5015811,0.13244256,0.06550008,-0.1976591,1.0022908000000001,0.72838265,0.7559861999999999,0.5175447,0.0608148,-0.07062298,0.21171275,0.263048,-0.40699235,-0.5094618,0.04284223,-0.08081578,-0.059982247999999995
Io,0.16007146,-0.7132986,0.48267403,0.18074001,0.17052123,-0.92590284,-0.15147097,1.1491844999999998,-0.06888201,-0.06820549999999999,0.26633826,-0.8678059000000001,0.31089842,0.5038464,0.7074254,0.46347170000000004,-0.75716394,0.000661725,-0.15852529999999998,0.07331858599999999,-0.06344180599999999,0.33036026,0.70086753,-0.09314779,0.36430967
Visage,-0.00548172,-0.06413446,0.09281590599999999,0.12284849999999999,0.011027552,-0.41829452,0.15549645,0.32196996,-0.41546590000000005,-0.261799,-0.06690067,0.034216803,0.41383275,0.009263346,-0.044493653,0.41627648,0.14770657,-0.17230365,-0.32186404,-0.057232912999999996,-0.23271063,0.24687941,0.14474419,0.24139005,0.18971688
Slark,0.4085718,-0.8483975,0.6883401,-0.18413076,0.5004618,1.4334613,0.09311747,-0.25958237,0.39717332,-0.4370385,-0.93608737,-0.019405235,0.06601505,-0.054761194000000006,-1.4699353000000002,0.83474964,0.17030628,0.43191013,0.32757118,-0.35395712,0.46099144,0.29025477,0.16817622,0.6902285,0.54135865
Medusa,0.0662957,-1.3910915000000001,0.14934209,0.6012619,0.43888628,1.2437295,-0.38761637,-0.069779076,0.45748252,-0.7789293,-0.63497335,-0.5377769,0.5722329,-0.041493196,-1.3849835,0.6982335,0.3227129,0.5250338999999999,0.12144286,-0.08895029,0.5264168,0.15174288,0.18858333,0.637372,0.40485573
Troll Warlord,0.40169720000000003,-1.1369686,0.6424976,-0.05644418,0.39342543,1.2668403,0.23882303,-0.33246820000000005,0.5176550999999999,-0.20958567,-0.8538806000000001,-0.2927518,0.270413,-0.08247845,-1.3819583999999998,0.74984527,0.41465297,0.43864262,0.39637282,-0.19292887,0.5601935,0.32750002,0.36057934,0.6603009,0.5175772
Centaur Warrunner,0.36518356,1.0693451,-0.4169366,0.6467185999999999,-0.5449908,-0.6552437,0.47270155,-0.34556612,-0.15296274,-0.25487575,0.8589234,0.05988236,-0.09406087,-0.51102614,0.26908213,1.0870578000000002,0.8276128,0.31807340000000006,-0.35285655,-0.58050954,0.5689022,1.1324682,0.27556090000000005,-0.18416667,0.276543
Magnus,-0.07738803,0.59809804,-0.08750185,0.16687794,0.08570115,-0.58587873,0.3557007,-0.11728987,-0.48105606,-0.5627979000000001,0.08517153,0.09208244,0.15384775,-0.31341743,-0.14898635,0.6890983,-0.031336453,-0.16182812,-0.7181179,-0.3513388,0.08257299,0.61159825,0.31768209999999997,0.14020763,-0.006712764
Timbersaw,0.75725085,0.6787263000000001,-0.46108285,0.5667755,-0.5036630999999999,-0.66097367,0.2703547,-0.37763807,-0.29274493,-0.24559218,0.57991785,-0.18653789,0.28552353,-0.40341940000000004,0.35078309999999996,1.0661273,0.9430919,-0.17251419,-0.31632575,-0.3442617,0.48125290000000004,0.903479,0.05877536,0.096999906,-0.044513524000000006
Bristleback,0.26346913,0.08342082,-0.4118924,0.22069971,-0.43216400000000005,-0.27468148,0.11805331,-0.46582246,-0.33941940000000004,-0.34910145,-0.14434557,0.17728132,0.3287373,0.05629138,-0.16353555,0.5817581999999999,0.6955295,0.3739245,-0.33565256,-0.016909232,0.13243078,0.79982096,-0.039736099999999996,0.3811672,0.09451847
Tusk,-0.19835494,0.5834087,0.33453920000000004,-0.525995,-0.52571046,-0.13020556,0.39626908,0.55672145,-0.52899146,-0.3133973,0.002924081,1.0223396,0.003694905,0.29789022,0.5450235,0.23664166,0.507777,1.0086266,-0.23234981,0.01270413,-0.30399302,-0.032566484,0.014603178,0.034650232999999996,0.56580037
Skywrath Mage,-0.11311725,-0.23826323,0.022096703,-0.26810274,0.1436834,-0.8355281999999999,0.25841457,1.4892398999999998,-0.42198786,-0.5805723,0.21534611,0.23443681,0.019961579,0.25426602,0.19773419,0.08503224,0.41499832,-0.34275436,-0.05386344,-0.06855703,-0.42921442,-0.77728844,0.517224,0.4752309,0.3629408
Abaddon,0.39577812,-0.3325761,0.097551994,0.6182026999999999,-0.6690775,-0.25136372,-0.5395095999999999,0.8786379999999999,-0.40263313,-0.21786846,0.27625279999999997,-0.37631452,0.59191555,0.77589554,1.0354655000000001,0.5036596999999999,0.25339702,0.9225620000000001,-0.10013181,0.17089921,-0.34677276,0.010173045,-0.032271083,-0.25209373,-0.28149778
Elder Titan,0.2608873,-0.1429066,0.62775725,0.26184496,-0.55555946,-0.26969016,-0.33721063,0.90493065,-0.33767387,-0.117774054,0.17312892,0.20287846,0.44199609999999995,0.58225137,0.64275205,0.49208959999999996,-0.17971832,0.541447,-0.30956173,-0.08703589999999999,-0.5393972,0.08183994,0.020900724,-0.57470906,-0.27778113
Legion Commander,0.45801997,1.0144249,0.02587053,0.429335,-0.28757906,-0.5831430999999999,0.51202214,-0.27071714,-0.17729178,-0.10446317,0.7961083999999999,0.18589689,-0.11131589,-0.4355147,0.12515013,1.025002,0.57079357,-0.087064415,-0.30716777,-0.71188325,0.31891197,0.9966345999999999,0.20750631,-0.16498537,0.373373
Techies,0.03660076,0.07535357,0.11223026,-0.15139794,-0.020688925,-0.5325873000000001,0.17417814,0.7047068,-0.36512059999999996,-0.3000854,0.067678586,0.17984058,0.1869075,0.16388534,0.11268158,0.36986396,0.2906087,-0.110708795,-0.17179282,-0.13627525,-0.25067565,-0.1003451,0.21759795,0.33278492,0.2748751
Ember Spirit,-0.5133942,0.16913918,-0.029440425,0.0858946,0.14522316,-1.0587008999999998,0.03168524,-0.017713828,-0.48970407,-0.35843107,-0.5631105,0.11864529,0.32476547,0.009549151,-0.29786503,0.20621622,0.06343919,-0.15622291,-0.75941604,0.20400767,-0.46817806,0.9996624,0.118253626,0.5385671999999999,0.26329544
Earth Spirit,-0.39201978,0.74465847,0.39656028,-1.1828683999999998,-0.23040639999999998,-0.44964114,0.5466373999999999,0.4616585999999999,-0.85391605,-0.39037097,-0.17292906,0.93076783,-0.13264926,0.29500985,0.52835315,0.16023773,0.59061384,1.0905162,-0.009326381,0.09796027,-0.17140199,-0.24425843,0.15479626,0.3021506,0.8176295
Underlord,0.5056122000000001,0.75825256,0.22339475,0.29380623,-0.38404462,-0.6519845000000001,0.55934656,-0.32237613,-0.09176682,0.010713806999999999,0.7386001,0.12217701,0.09152456,-0.66504055,0.04914581,1.0674652,0.44092349999999997,-0.27324513,-0.16013019,-0.6145403,0.25615117,0.92449826,0.23299801,-0.25541484,0.30317143
Terrorblade,0.13821003,-1.4337772,0.48774263,0.3189593,0.6163403000000001,1.6436370999999999,-0.10653367,-0.26052722,0.63912123,-0.7473414,-0.8521735,-0.5365755999999999,0.275042,-0.22109222,-1.8720968,0.84535986,0.36072659999999995,0.56718653,0.27201054,-0.35737476,0.73383147,0.11742815,0.2933058,0.7884681,0.56291896
Phoenix,0.19914515,-0.25788435,0.19278798,-0.049885295,0.008086584,-0.8075521999999999,0.24429455,1.1039771999999999,-0.41570967,-0.32246727,0.18705812,-0.06174897,0.3946595,0.11877961,0.33076525,0.27027237,0.62399787,-0.547499,0.15128538,-0.039856922,-0.31451672,-0.75009966,0.51564646,0.30340666,0.15384835
Oracle,0.63740844,-0.22909892,0.84979373,-0.06979767,-0.50943154,-0.20240379999999997,-0.42216682,0.9847734,-0.9513651,0.38062787,0.15831651,-0.21710716,1.12901,0.9502776,1.0805782,0.70058906,-0.5841758,0.3651021,-0.032935362,0.17487606,-0.87364566,-0.32265666,-0.030244026,-0.44834915,-0.6125325
Winter Wyvern,0.24659699999999998,-0.16103270000000003,0.22424138,0.17361924,-0.2333029,-0.41494894,-0.64635956,1.187916,-0.72005886,-0.17112038,0.27224138,-0.36354157,0.5973493000000001,0.8456179,0.6513651,0.52352273,-0.15254709,0.49913415,-0.15489013,0.1495652,-0.41620687,-0.25671896,0.03047448,0.023293487999999998,-0.45699129
Arc Warden,0.065424725,-0.9340004999999999,0.4777175,0.32468936,0.48805982,0.89398134,-0.002303964,0.07789464,0.37093085,-0.52476573,-0.53989536,-0.28719762,0.41146353,-0.11386118,-1.0737768,0.62561643,-0.004298435,0.08452168,0.06477369,-0.3226766,0.09981564400000001,0.14233536,0.26131898,0.46088707,0.44030222
Monkey King,0.19995242,-0.50927436,0.22580233,0.068714224,0.022532517000000002,0.3207236,0.2635695,-0.19546168,-0.033366896,-0.11607376,-0.5996672,-0.08815735,0.48867,-0.001749774,-0.5531807,0.45632207,0.3746395,0.2512119,-0.03554623,-0.015960682,0.049709607,0.48867694,0.14147498,0.41357684,0.31093973
Dark Willow,-0.071122274,-0.1491085,-0.26918918,-0.2931767,-0.22802623,-0.62886775,0.29827163,1.3440158000000002,-0.3140347,-0.5343654999999999,-0.005100689,0.3301658,0.10824283,0.52235866,0.48086053,-0.06760906,0.6592420999999999,0.24771892,-0.11798541,0.0413678,-0.33163366,-0.6248212,0.34793976,0.80580735,0.33548859999999997
Pangolier,0.20255761,0.5164915,-0.027368963,0.0650088,-0.46106607,-0.5192531,0.37394366,-0.2542348,-0.35059650000000003,-0.22374699999999997,0.35746437,0.112572506,0.26049206,-0.16160932,0.22750601,0.6085435,0.7174165,0.34677458,-0.26368645,-0.0829505,0.15811355,0.64742714,0.12914628,0.06780985,0.42242026
Grimstroke,0.6465201999999999,-0.1726951,0.33296216,-0.28028387,-0.21251915,-0.1861557,-0.33708885,0.81842095,-1.0790623,0.120633185,0.07672999,0.13696049,0.962393,0.7951928,0.60610014,0.739646,-0.22019908,-0.27988145,-0.116880774,-0.020255184,-0.36868390000000006,-0.5787318,-0.02461185,-0.028293118,-0.5098931
Hoodwink,0.21394782,-0.34300342,-0.8207473,0.15314358,-0.23168070000000002,-0.635644,-0.5482433000000001,1.5329739,-0.41603684,-0.8005795,0.29567978,-0.30805868,0.07260932,0.80512655,0.6798194000000001,0.24278179,0.90535885,0.81668067,0.03840004,0.20866331,-0.05378716,-0.5491364000000001,0.048916917000000004,0.7956088000000001,-0.008699990999999999
Void Spirit,-0.5430147,0.23143536,0.14258188,0.078627005,0.106315315,-1.0331185999999999,0.34664926,-0.20603824,-0.5894199999999999,-0.2119111,-0.65039355,0.3146589,0.49544483,-0.16185807,-0.18005878,0.25187302,0.015306186999999999,-0.09980492,-0.75177604,0.21153046,-0.5240968,1.0342895,0.10397146,0.24788785,0.39560813
Snapfire,0.09359381,-0.13068639,0.2579451,-0.32057129999999995,0.036944095,-0.78837365,0.042204343,1.1010361000000002,-0.38991413,-0.30066615,0.11560535,0.22784945,0.26501998,0.10294561,0.013125083000000001,0.41647652,0.023405794,-0.68288213,-0.20916145,-0.13753892,-0.41787168,-0.29449388,0.39884815,0.2589096,-0.08252023
Mars,0.27129179999999997,0.98325884,-0.21547002,0.63015485,-0.6562102,-0.49860337,0.41463885,-0.38429397,-0.11177636,-0.20248489,0.8215948000000001,0.06302716,-0.18771963,-0.27636279999999996,0.12747726,0.90057474,0.4975526,0.48229885,-0.6612055,-0.6886310999999999,0.49179542,1.3497416000000002,0.27729824,-0.20157686,0.32433107
